Date,ID,Candidato,Text,Sentiment,Particip
19/03/24,1.74E+18,XG,Ah entonces no putos No hay pedo es mas cabrona que bonita Jajajaja yo pido mi cafe Xochitl presidente o amlo es jot ,2,0
19/03/24,1.50E+18,XG,"Xochitl Galvez les cobra el favor. Pide a empresarios hacer campana y donaciones de hasta dos millones decidi dar la pelea por ustedes, aseguro la conservadora. ",1,0
19/03/24,1.20E+18,XG, . Entrevistaron a mil adultos Declinaron Aun indecisos de restantes votara x personas votara x personas RESUMEN personas declinan indecisas Claudia Xochitl Arrasa Claudia .,1,0
19/03/24,1.53E+18,XG," Xochitl, demuestra con pruebas, cuando el Presidente dijo que a los que voten por la oposicion le van a quitan la ayuda del gobierno Estas diciendo mentiras Asi no se gana",0,1
19/03/24,8.87E+17,XG," Xochitl MIENTES Desde hace seis anos hay democracia en nuestro pais, lo vas a ver en las urnas porque el voto masivo, consiente y libre sera para Morena. Xochitl eres una digna representante de la podredumbre que no queremos que regrese,NI PLURINOMINALES NI JUECES CORRUPTOS",0,1
19/03/24,1.45E+18,XG," COMPARTE Xochitl debe reunirse con las madres, hijos y hermanos de todos los que su hermana secuestro y puso en jaulas antes de ser encarcelada en Santa Martha Acatitla. Xochitl se quedo con el dinero de los secuestros y lo lavo, facturo de LOS TOLMEIX a OMEI ni perdon ni olvido ",0,0
19/03/24,1.53E+18,XG, Gran interes por la educacion de Xochitl y de miles de mexicanos que confiamos en su plan de gobierno ,2,0
19/03/24,1.58E+18,XG, Vamos MEXICANOS Pensemos en nuestras familias y en Mexico Vamos con XOCHITL ,2,1
19/03/24,1.44E+18,XG," A ver, quien carajos puso que la calca hiba adelante Quien carajos dice que xochitl esta alcanzando Quien carajos puso esa metrica tan,pero tan,pero tan pndeja Y mas importante, quien carajos cree en encuestas truqueadas,vendidas,compradas",0,0
19/03/24,1.51E+18,XG," XOCHITL NO ESTAS SOLA , LOS MEXICANOS QUE EN VERDAD DESEAMOS UN MEXICO DEMOCRATICO Y LIBRE TE APOYAMOS Y SOMOS UN XINGO ",2,0
19/03/24,1.19E+18,XG," SI ,urge XOCHITL",1,0
19/03/24,1.05E+18,XG," No se deje Xochitl usted tiene una barda llena de polvo y un monumento en reforma que no sirve para nada , digales que su padrino Felipe estuvo ahi y con Genarito",0,0
19/03/24,1.45E+18,XG, Al contrario. Starbucks deberia demandar a Xochitl por utilizar indebidamente su logotipo Donde esta el IMPI ,0,0
19/03/24,1.74E+18,XG,"ELECCIONES Xochitl Galvez pidio a los empresarios mexicanos hacer campana a su favor, perder el miedo y dejar de ser timoratos. ",1,0
20/03/24,1.36E+18,XG," Jajajajajajaja cual dictadura no la hay ni la habra con para ti solo sera mas corrupcion ,saqueo a la nacion el ratero sin verguenza ",0,0
20/03/24,1.47E+18,XG," hola Xochitl buenas tardes, si me permite me gustaria hacerle llegar un par de comentarios sobre el pensamiento de un par de jovenes que a mi me interesaria votaran por usted,como lo hare yo y posiblemente asi piensen mas jovenes. Donde le puedo escribir",1,0
20/03/24,1.51E+18,XG,"RT Esta redaccion informo entonces del repliegue de Reforma ante la campana presidencial del PAN, PRI y PRD y su entonces prec",1,0
20/03/24,1.31E+18,XG, Vamos con Xochitl ,1,1
20/03/24,1.17E+18,XG,"RT a un sexenio de Feminicidios, violencia y acoso. Este de junio un voto X Xochitl Galvez Ruiz es un voto por la",0,1
20/03/24,1.59E+18,XG," Como esta eso de que con el de probabilidad puede ganar Xochitl No senor Roy no hay como y ademas no falta mucho para el de junio, de que habla",1,0
20/03/24,1.65E+18,XG, Hola xochitl tienes todo mi apoyo incondicional le pido a Dios que ganes y tapes bocas. ,2,0
20/03/24,1.39E+18,XG," Tampoco en Chiapas Esta tapizado de MORENA y acabo de ver uno de Maynez, pero de Xochitl ninguno ",0,0
20/03/24,1.24E+18,XG," Creo que esta equivocada, yo se que Xochitl tiene y que Claudia tiene , ah mire, otra vez , jajajajajaja, es lo que siempre obtiene la botarga cuando suma porcentajes.",0,0
20/03/24,1.55E+18,XG," Jajaja Don Chente Marihuas, Xochitl le dara su cocol, jajaja ",0,0
20/03/24,1.50E+18,XG,"Llamado a y Deben darle TODOS los recursos disponibles a el tiempo aire disponible, etc YA Los ciudadanos apoyamos a Xochitl, ustedes los partidos hagan su parte y vamos a ganar. Flojitos y cooperando",1,1
20/03/24,1.26E+18,XG," Quiza por eso la oposicion esta en la lona, porque no se dan cuenta que estan desesperados. Y no, Xochitl no es inteligente. Si lo fuera no se estaria exhibiendo.",0,0
20/03/24,1.51E+18,XG, Quien votaria por Xochitl con sus malas referencias la hermana en la carcel por secuestro y su hijo fue encontrado con dr para comercio y sin mencionar que nunca aclaro como se hizo rica con su empresa,0,0
20/03/24,1.76E+18,XG," Ya dejen de mentir y ponganse a trabajar. Fuera este gobierno por inepto, sordo y ciego. Todas y todos con, Xochitl Galvez Ruiz para presidenta. ",0,0
20/03/24,1.47E+18,XG," Soy una mujer comprometida con los temas de feminicidio y desaparicion forzada, los hijos de las mujeres muertas y las familias de los desaparecidos requieren una profunda atencion. Pongo a tus ordenes mi proyecto para fortalecer tu valiosa labor. Vamos Xochitl ",2,1
20/03/24,1.47E+18,XG," Hay que ser realista. Sheini es antipatica, no tiene nada que ofrecer y Xochitl irradia alegria y simpatia, tiene ideas y puede hablar sin bozal. Sheini no tiene la mas minima chance de ganar. El de junio Xochitl ",2,0
20/03/24,1.11E+18,XG," Estas a tiempo de rectificar, onestamente como imaginas a Xochitl como presidenta, no manches imagino un desastre manejado por interes netamente corruptos de seudo empresarios y ya sabes quien seria el bueno la rata mayor con una letra te digo todo, X.",0,0
20/03/24,1.06E+18,XG, Jajaja pobres esbirros siguen hablando de Xochitl jajaja,0,0
20/03/24,1.23E+18,XG," Pues Xochitl es el retorno al poder de quienes si saben gobernar, pero no lo hicieron bien cuando tuvieron su oportunidad. La oposicion tuvo desde para construir una campana fuerte, buscar un buen candidato y dar batalla este ano, pero solo decidieron ser la burla ",0,0
20/03/24,1.68E+18,XG," que propuesta tan chingona ,no mames Xochitl ya ponte las pilas y deja de hacer pendejadas",2,0
20/03/24,1.13E+18,XG," Mira Xochitl, mi cafe del dia ",1,0
20/03/24,1.53E+18,XG, Que dice que no les presta la marca para apoyar a Xochitl,0,0
20/03/24,1.46E+18,XG, Que bonita es la participacion ciudadana Ver a la gente unirse y activarse por el bien de todos Salgamos a las calles a promover a Detengamos la dictadura del y su NarcoCandidataClaudia ,2,1
20/03/24,1.71E+18,XG, Ladrones de esos partidos son expertos en embolsarse el dinero. Xochitl como sabe que no va a ganar pues se asegura de algo de de la campana toda vez que sus empresas dificilmente seguiran vendiendo.,0,0
20/03/24,1.73E+18,XG,Se contradicen Xochitl y Alito ante Ciro en Radio Formula sobre los recursos de la campana ,0,0
20/03/24,1.25E+18,XG," Si no le damos la autoridad a Xochitl con nuestro voto, no lo puede hacer",0,1
20/03/24,1.64E+18,XG, Se creyeron unas imagenes de vasos de Starbucks con el nombre de Xochitl hechas con IA eran de verdad Que pendejos estan. ,0,0
20/03/24,1.45E+18,XG, Callate pendejo XOCHITL GALVEZ en su visita a Nvo. Leon dijo q cerraria dos refinerias la de Cadereyta y una en Tamaulipas nunca dijo modernizarlas ahi estan los videos miralos y deja de decir mentiras este gobierno no esta destruyendo PEMEX lo esta Fortaleciendo burro mentiroso,0,0
20/03/24,1.41E+18,XG," MILEI EN ARGENTINA ESTABA PUNTOS ABAJO UNOS DIAS ANTES D LAS ELECCIONES Y TERMINO GANANDO X MUCHO. ASI Q NO AMIGO, HAY Q PONER A LAS ENCUESTAS EN SU JUSTA DIMENSION Y NO SESGARLAS Y TOMAR TAMBIEN LAS ENCUESTAS Q PONEN A XOCHITL A SOLO PUNTOS ABAJO.",0,0
20/03/24,1.51E+18,XG," Pregunta seria que hace Marko cortez con cabeza de vaca, va a traer mas dinero, Esto representa Xochitl la incongruencia ",0,0
20/03/24,1.70E+18,XG, No le crean a Xochitl Galvez es mentirosa y corrupta ella te dice que la seguridad pero en realidad su compromiso es con los ricos ,0,0
20/03/24,1.40E+18,XG, Xochitl es tu salvacion ,2,0
20/03/24,1.62E+18,XG, Jajajaja ya se sabe que el hijo de Xochitl se esta robando el dinero de la campana de su mama ,0,0
20/03/24,1.62E+18,XG, No se hubieran ido si tus compotas no se hubieran embolsado todo el dinero para ellos. Estas bien pendeja Xochitl ,0,0
20/03/24,1.50E+18,XG, Viva Xochitl,2,0
20/03/24,1.31E+18,XG, No dije nada a Claudia sino a la Xochitl ,1,0
20/03/24,1.60E+18,XG, Xochitl va bien y de buenas x todo Mexico ,2,0
20/03/24,1.66E+18,XG, Esperemos que realmente sea presidenta Dios le Bendiga nuestro carino para usted Xochitl ,2,0
20/03/24,305750157,XG, Xochitl Galvez. ,1,0
20/03/24,603000211,XG," Hola sra Xochitl me podria decir cual va ser su estrategia, por que al decir que se van a acabar los abrazos a criminales va a volver a la estrategia de calderon ",0,0
20/03/24,1.58E+18,XG, Mejor depositarle ese dinero a Xochitl le sirve mas que comprar ese libro...Ya el PRIANRD la dejo sola,0,0
20/03/24,7.44E+17,XG," Hay cabron Xochitl ya estas igual que Fox cuando fue candidato y despues fue pura simulacion, solamente los que salieron ricos fueron sus familiares o sea tu serias una mala copia",0,0
20/03/24,1.57E+18,XG, Nuestra proxima presidenta Xochitl,1,0
20/03/24,3809742974,XG,"Esta locuacia de narco candidata la cuchitl loca, no debe de ser presidenta tiene una hermana en la carcel por narco secuestradora y delincuencia organizada por lo que la Xochitl nunca habla y no quiere que la gente lo cuente ",0,0
20/03/24,1.09E+18,XG, No hay espectaculares de Xochitl porque el maldito de palacio amenaza a los duenos de los espacios para no dejar que monten propaganda. Igual hicieron con Taboada.,0,0
20/03/24,1.71E+18,XG," Checa las encuestas, entiende que Xochitl no sabe ni hablar. Como esperas que convenza a la gente ni una sola propuesta congruente ha podido dar. Pinche Isabel toda pendeja jajajajaja.",0,0
20/03/24,120248556,XG," Mas bien los de tu equipo ya se dieron cuenta que no avanzas y hasta golpes se tiraron, no mientas Xochitl aceptas que no estas a la altura",0,0
20/03/24,1.30E+18,XG,"RT Xochitl Galvez Ruiz, candidata a la presidencia de Mexico por la coalicion Fuerza y Corazon por Mexico, visita esta semana",1,0
20/03/24,145035906,XG," Hoy mas que nunca con Xochitl, el demente de palacio cada vez muestra mas su autoritarismo y su represion a la libertad de expresion. ",0,0
20/03/24,202632463,XG, Vamos Xochitl Mexico esta contigo Se va el NarcoCandidataClaudia ,0,1
20/03/24,1.62E+18,XG, Venga Xochitl,2,0
20/03/24,1.75E+18,XG,"Y DONDE ESTA EL INE ESTA COMPRANDO VOTOS DE EMPRESARIOS Y ESTAOS ESTAN OFRECIENDO ESPEJITOS A EMPLEADOS PARA VOTAR POR LA MUERTE DE MEXICO AGARRAN PLEITO ALITO ACABA A XOCHITL, BOTARGA SALE A LLORAR. AMLO NO PE... via ",0,1
20/03/24,4435458554,XG,"La dirigente estatal del PAN, Perla Woolrich Fernandez anuncio la visita a Oaxaca de la candidata presidencial Xochitl Galvez Ruiz ",1,0
20/03/24,1.77E+18,XG, Xochitl galves no te ases cargo ni de tus discursos y te quieres aser cargo del pais viva morena Viva nuestra proxima senora presidente claudia sheibaum,0,0
20/03/24,259060852,XG, Mi voto para Xochitl,1,1
20/03/24,8.89E+17,XG, Y aunque fuera capturista de datos queNo ofendas a esta gran profesion fijate que alcance tienen tus ING Xochitl Galves representa el esfuerzo de millones de Mexicanos que luchan por una vida mejor porque lucho dia a dia para llegar alto.,2,0
20/03/24,1942147428,XG," Y oara cuando el Pan apoyara a tu y el Pendejo de Alito no hacen mas que promocionarse, dejate de estupideces y proyecten a Xochitl",0,0
20/03/24,1.42E+18,XG," Xochitl, agarrate del brazo de Enrique y dejate llevar. ",2,0
20/03/24,1.76E+18,XG, Asco d Xochitl ,0,0
20/03/24,1.28E+18,XG, Cierto Leonardo asumo que quien le dedica tiempo y esfuerzo como nosotros para posicionar a Xochitl e invitar a unirse a sus medios es porque vamos a votar por ella. Digamos que es como ir calentando motores ,2,1
20/03/24,1.67E+18,XG, Puras visiones con xochitl no se equivocaron en ponerte botarga,0,0
20/03/24,8.49E+17,XG," Con Xochitl, vamos a ganar",2,1
20/03/24,317317859,XG," Para Adelita, Jesusito y de pasada Germancito. Diciendo que Xochitl esta desesperada ",0,0
20/03/24,8.40E+17,XG, Xochitl la mejor candidata para Presidente de Mexico hay que votar x Xochitl este de Junio ,2,0
20/03/24,7.14E+17,XG, Monton se boots y perfiles falsos por aqui pagados por Xochitl. ,0,0
20/03/24,1.67E+18,XG," XOCHITL, te mando un fuerte abrazo y decirte que somos muchisimos los que votaremos por ti , tu si nos representas, aunque a diario tengas que aguantar ataques del gobierno y de la gente pagada para eso , todos estamos contigo XOCHITL PRESIDENTA ",2,0
20/03/24,522486775,XG," Yo he estado en otras campanas y a estas alturas del partido, ya estarian poniendo fotos de Xochitl por todos lados.",0,0
20/03/24,114531243,XG, La dirigente estatal del Fernandez anuncio la visita a de la candidata presidencial Ruiz. ,1,0
20/03/24,3218886501,XG, Estas Desesperado Ciro ya espero con ansias el dia en que diras Yo Nunca apoye a Xochitl ,0,0
20/03/24,84398622,XG, Siguen las propuestas promete acabar con extorsion a transportistas afirma que habra seguridad en cada esquina ,1,0
20/03/24,1.57E+18,XG, Se nota que la dejaron sola. Sabe el frente opositor que lamentablemente van a perder la presidencial y lo dejan en claro con el abandono a Xochitl. Le estan poniendo mas empeno al senado y a la camara de diputados. Con ver los nombresque van se daran cuenta,0,0
20/03/24,3507511872,XG,Mexico Debe Endurecer la Pierna Ante Ley Antiinmigrante de Texas via ,1,0
20/03/24,993873734,XG, Esta es la verdadera mujer un peligro para el pais la Xochitl Galvez lacra podrida mentirosa no es cierto que voto a favor de la ayuda para los mayores y las becas para los jovenes ni un voto a estos traidores a la patria saqueadores del PRIANPRD,0,1
20/03/24,73183764,XG, XOCHITL TE NECESITAMOS,0,0
22/03/24,164364788,XG, Xochitl es la unica opcion viable que tenemos para liberar el pais de estas situaciones es ,1,0
22/03/24,122271311,XG,Xochitl Galvez Pide a ciudadanos que se sumen a campana puerta por puerta ,1,0
22/03/24,1.22E+18,XG, Te chingo la propia Xochitl Galvez ,0,0
22/03/24,1.55E+18,XG, Xochitl ya no levantas pero ni con una bombita de aire jajajaja y ,0,0
22/03/24,1.49E+18,XG, Yo Voy Con Xochitl Mexico Va Con Xochitl Twitt Guardado Nos Vemos Despues De Las Elecciones ,1,1
22/03/24,259001857,XG," Lo preocupante para ustedes deberia ser que pese que las encuestas son a modo, con gente del.propio equipo de campana de Xochitl y con una muy mala metodologia, siguen abajo y como dice la propia encuesta, si hoy fueran las elecciones de igual manera perderian.",0,0
22/03/24,1.22E+18,XG,"Los de Morena estan usando toda su artilleria contra los ciudadanos y contra si Claudia fuera arrasando no lo harian. Saben que Claudia va de bajada mientras Xochitl va para arriba TODOS a votar sin miedo, es la unica forma de deshacernos de ellos. ",0,0
22/03/24,2374102471,XG, rechaza queja de contra la promocion de tarjeta Mi Salud durante el spot de campana de ,0,0
22/03/24,1.75E+18,XG," Mira , ni Claudia, ni Xochitl podran cambiar el desmadre que hizo Amlo.",0,0
22/03/24,1.51E+18,XG, Jajajajaja ni tu te la crees Xochitl.,0,0
22/03/24,1.50E+18,XG,"Luis Espino consultor en comunicacion, menciono lo relevante que es la ciencia e innovacion en Mexico ante el encuentro de Xochitl Galvez con la comunidad cientifica El Tren Maya descobijo al sector. ",2,0
22/03/24,1.47E+18,XG," Los que tienen a Mexico, con este desastre, ahora ofrecen soluciones que miserables, no deberian pedir el voto, deben de pedir perdon Ya se van Claudia y Lopez Para recuperar nuestro MEXICO La solucion es XOCHITL ",0,1
22/03/24,1.60E+18,XG, putito moreno del PRI se hace pendejo al apoyar a Xochitl imagine en el remoto caso que regresara al poder que no le hace al pueblo,0,0
22/03/24,1.28E+18,XG," El Gobierno Federal esta totalmente rebasado por el CO, no podemos permitir anos mas de esto. Urge dar un giro en materia de seguridad y estoy seguro que eso solo se puede dar con Xochitl.",0,0
22/03/24,1.60E+18,XG," Y aunque no lo soy, yo voy contigo ",2,1
22/03/24,1.70E+18,XG, Te amamos Xochitl ,2,0
22/03/24,442086870,XG,"Hola Xochitl, la Reportera de Latinus, nada mas te pregunta por la Propiedad del esposo de pero no te dijo que vive en una casa de De donde sacaron tanto dinero NarcoCandidataClaudia ",0,0
22/03/24,2743710040,XG, Si tambien me convencieron de botar a Xochitl.,0,0
22/03/24,1.06E+18,XG, El rostro de la derrota la No podra contra mas de millones de mexicanos el de junio. XOCHITL SERA LA PROXIMA PRESIDENTA DE MEXICO,0,0
22/03/24,489750836,XG,"RT Todos los muertos y desaparecidos, tambien queremos PLAN C. Fuera este gobierno por inepto, sordo y ciego. T",0,0
22/03/24,352153201,XG," Xochitl, necesitan una mejor estrategia para que la gente sepa que estas subiendo en las encuestas Que sepan que si salen a votar ganamos",1,0
22/03/24,1.62E+18,XG," SI VAS A ENCARCELAR A CRIMINALES EMPIEZA POR CABEZA DE VACA Y TODA TU BANCADA DEL PAN, ARAU XOCHITL A QUIEN QUIERES ENGANAR, HASTA VOX Q TE DIO MILLONES PARA TU CAMPANA, Y ANDAS DE POBRETONA SEGUN TU, ENGANAS A LA GENTE Y A TU GENTE, ERA MEJOR BEATRIZ PAREDES",0,0
22/03/24,1.00E+18,XG,"Si eres uno de los , seguidores de Xochitl unete a este viernes al maraton de tuits con el hashtag Estaremos todo este viernes tuiteando hasta que termine a las pm. Que sienta nuestro apoyo",1,0
22/03/24,1.33E+18,XG," En el dia del agua, recordemos que al gobierno de morena nunca le importo el agua. Es tanto lo que se puede hacer para almacenar y reutilizar el agua, que no tendriamos por que sufrir escasez. Xochitl sabe como. ",0,0
22/03/24,9.91E+17,XG, Massive Caller comunico en Mayo empate tecnico entre Ricardo Anaya y AMLO . No confio en los resultados de encuestas telefonicas automatizadas y menos solo a un mil numeros a nivel nacional. Ojala Xochitl fuese mas propositiva e hiciera menos ataques y shows . Lo dudo,0,0
22/03/24,318485465,XG,RT Xochitl Galvez Pide a ciudadanos que se sumen a campana puerta por puerta ,1,0
22/03/24,164942174,XG," Por eso votaremos por ti Xochitl, seras una verdadera presidenta que vele por la seguridad de los ciudadanos ",2,0
22/03/24,1.63E+18,XG, Xochitl no es caballo es flor de KK,0,0
22/03/24,9.07E+17,XG, Con Xochitl para presidenta estaremos mas seguros. ,2,0
22/03/24,152358615,XG, refuta resultados de en seguridad y presenta propuestas de agua ,1,0
22/03/24,1.77E+18,XG," Cuanto le pagaron porque para apoyar a Xochitl hay que estar menso y ser corrupto como ella ,",0,0
22/03/24,48172145,XG," estimada Xochitl el senor de la marina que salio a pedir pruebas sobre lo mal que llevan las aduanas, yo tengo pruebas , abrieron un paquete que venia de mis amigos en USA, se comieron los dulces se robaron un celular, tengo documentos de que esta reportado como ",0,0
22/03/24,9.08E+17,XG, Xochitl es bien super pndeja. No puede ni debatir con sus chayoteros aliados. Punto.,0,0
22/03/24,1.76E+18,XG," Yo ya no viajo en metro me da terror, antes era mi medio de transporte, dejaba mi coche, y asi leia mucho y no contaminaba ademas hacia ejercicio, espero con muchisima fe que esto se componga con ustedes yo soy TEAM XOCHITL Y TABOADA",2,0
22/03/24,1.26E+18,XG, Aprovechando su bajo intelecto le hicieron creer que tenian SLP pintado de Xochitl ,0,0
22/03/24,1.48E+18,XG," Pues mucho rappel, pero a mi no se me olvida la linea . Xochitl puede seguir con su campana, o lo convencen con estas ocurrencias ",0,0
22/03/24,1.76E+18,XG, Estoy contigo Xochitl y vamos a ganar,2,1
22/03/24,40328703,XG, El solo hecho de llamarla narcocandidata te descalifica y te resta credibilidad. Ya quedo demostrada la guerra sucia y la estrategia para posicionar esas percepciones. Por cierto no les dio resultado. Xochitl sigue puntos abajo de Claudia,0,0
22/03/24,1.72E+18,XG," Xochitl promete resolver problemas que creo el PRIAND, su solucion Votar por ella que es candidata del PRIAND...no pues si.",0,0
22/03/24,581388710,XG," Ya vienen los debates y en verdad, tiene el mejor respaldo, ese que Lopez uso y desprecio Recuerden, el que pone, quita, no hay segundas oportunidades, ya no Fuerza Xochitl ",0,0
22/03/24,131697329,XG," Miguel Hidalgo, el cura de Mexico Xochitl Galvez Ruiz la cura de Mexico ",1,0
22/03/24,2161426194,XG,Xochitl Galvez pide a empresarios hacer campana y convencer a empleados de votar por ella ,1,0
22/03/24,1.52E+18,XG," Los bots no votan y si despues de meses que se la pasaron los de la rogando para siguieran la cuanta de Xochitl, nunca lo lograron y esto es porque no levanto la senora",0,0
22/03/24,3700982894,XG,RT XOCHITL GALVEZ RUIZ PROXIMA PRESIDENTA DE MEXICO ,1,0
22/03/24,1.50E+18,XG, Con Xochitl al ,1,0
22/03/24,1.36E+18,XG,La candidata presidencial Xochitl Galvez busca mas recursos para su campana Te imaginas que en sus actos proselitistas no hay ni camisetas Conoce todos los detalles aqui No te lo pierdas. ,1,0
22/03/24,1077437456,XG," Ayudenme a compartir este mensaje para POR QUE CARAJO LE ESTAN LIMITANDO EL DINERO A XOCHITL NO ES DINERO DE LOS PARTIDOS, ES DINERO DE LOS CIUDADANOS DEN EL DINERO QUE REQUIERE PARA SU CAMPANA YA PERO YA",0,0
22/03/24,1.75E+18,XG, La estrategia de la campana de Xochitl consiste en lo siguiente Inventar hashtag en la red X. Checar si los cafes fifis estan boicoteados por los chairos. Promover que en las encuestas estan a puntos de Claudia. Criticar al gobierno actual y no dar propuestas.,0,1
23/03/24,290242093,XG," No hay en Monterrey, spots de radio de Xochitl por tres de Claudia",0,0
23/03/24,1.68E+18,XG," Muy bien XOCHITL. Felicidades. Necesitamos especialistas en todas las areas, y NO UN VIEJO TESTARUDO Y NECIO QUE TOMA DECISIONES SEGUN COMO SE SIENTA aparte ignorante.",0,0
23/03/24,2470178593,XG," Xochitl esta sola de su acompanamiento de partidos desde un principio. No la querian a ella, querian a de candidato. Cuando vieron la fuerza que tenia, no les quedo de otra que apechugar.",0,0
23/03/24,1.63E+18,XG," Muy Bien, Xochitl Estamos Contigo ",2,0
23/03/24,3014026561,XG," Es que como la van a comparar con la xochitl, ojala y dejen aun lado el odio el racismo y vea que hay mas posibilidad con ella que con xochitl",0,0
23/03/24,413581197,XG," Muy bien Xochitl, marca tu distancia de esa ideologia homofobica.",0,0
23/03/24,7.18E+17,XG," Vamos con todo y a pesar de todo, Xochitl, ",2,1
23/03/24,1.31E+18,XG, Yo pienso que Xochitl se esta clavando la lana por eso le estan controlando los apoyos,0,0
23/03/24,3499978346,XG,Xochitl Galvez se pronuncia en contra de las terapias de conversion. ,0,0
23/03/24,281194958,XG, Pero es nuestro trabajo convencer a cuanto chairo podamos y todos sin duda todos ir a votar por Xochitl solo con eso podemos ganar,2,1
23/03/24,143465206,XG, Yo soy Gay y agradezco esto Xochitl Es bueno hablar con sensatez. .,2,0
23/03/24,124350043,XG, Hay un puto dia que no hables de Xochitl que pedo con las indicaciones,0,0
23/03/24,97604507,XG, denuncia la normalizacion de la violencia No podemos acostumbrarnos a vivir asi. La candidata presidencial critica las declaraciones de Ruben Rocha tras el secuestro masivo en Culiacan. ,0,0
23/03/24,780970759,XG,"La coalicion conformada por PRI, PAN y PRD, se niega a darle mas recursos a por diferentes motivos No tiene posibilidad de ganar Prefieren invertir en sus propios candidatos. Temen Xochitl se robe el dinero. Todos Tu que opinas",0,0
23/03/24,493248813,XG," Pues creo que la titina esta igual o peor que Xochitl, no hay ni a quien irle, de las dos no se hace una. Y el otro candidato pendejo solo es comparsa y aliado de Morena. Que panorama tan jodido para los proximos seis anos. Salimos de Guatemala y entramos a Guatipior.",0,0
23/03/24,1.35E+18,XG," Deuda historica Yo no tengo ninguna deuda historica , andas mal Xochitl . Por andar de queda bien con un pequeno sector puedes perder mucho mas , mejor te hubieras callado, en verdad y tus asesores de imagen Cambialos",0,0
23/03/24,2259804198,XG, Voy con Xochitl,1,1
23/03/24,1.44E+18,XG," Ya que dice las palabras cientifico y academico, por eso van a elegir a la doctora Claudia Sheinbaum como Presidenta de Mexico. Ella reune ese perfil para dirigir al pais. Ni modo, Xochitl Galvez usted no gobernara a Mexico. ",0,0
23/03/24,1.73E+18,XG, Xochitl va Dios te bendiga,2,0
23/03/24,208315855,XG,"Facil xochitl, vota por ",1,0
23/03/24,1.03E+18,XG," La querida Xochitl fue muy sutil al utilizar la palabra miedo. Yo como millones de mexicanos tenemos PAVOR que la NarcoCandidataClaudia sea presidenta, por que entonces se dedicara a repartir muerte y destruccion en todo como lo hizo en la CDMX. ",0,0
23/03/24,1.53E+18,XG,Hay que tener valor para ir en contra de lo que un grupo considero convencional. Xochitl Galvez hoy demostro que las ataduras a los partidos tienen un limite la dignidad humana. Queremos mas de esa autonomia. ,0,0
